Poço,Campo,Bacia,Localização,Operador,Petróleo (bbl/d),mes
7-LUC-69HP-AM,Leste Do Urucu,Solimões,Terra,NA,972.702073143873,2019-08-01
7-CNC-15-ES,Cancã,Espírito Santo,Terra,NA,796.463828811933,2019-08-01
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,NA,688.302024183873,2019-08-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,NA,687.931128290967,2019-08-01
7-ANB-16D-AL,Anambé,Alagoas,Terra,NA,676.483674090967,2019-08-01
7-LUC-38HP-AM,Leste Do Urucu,Solimões,Terra,NA,640.18700665484,2019-08-01
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,NA,535.656248470645,2019-08-01
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,NA,510.347879104516,2019-08-01
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,NA,509.133539980322,2019-08-01
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,NA,465.272462982258,2019-08-01
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,NA,462.822074744516,2019-08-01
7-RUC-112HPA-AM,Rio Urucu,Solimões,Terra,NA,428.600638814194,2019-08-01
7-LUC-25-AM,Leste Do Urucu,Solimões,Terra,NA,406.949489617419,2019-08-01
4-SMT-3-AM,Araracanga,Solimões,Terra,NA,385.012255514193,2019-08-01
7-LUC-32HA-AM,Leste Do Urucu,Solimões,Terra,NA,382.995255475161,2019-08-01
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,NA,373.987435966774,2019-08-01
7-LUC-90HP-AM,Leste Do Urucu,Solimões,Terra,NA,368.16144873,2019-08-01
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,NA,338.539284189355,2019-08-01
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,NA,332.562747306774,2019-08-01
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,NA,329.299553299355,2019-08-01
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,NA,324.620949144839,2019-08-01
7-LUC-29H-AM,Leste Do Urucu,Solimões,Terra,NA,321.385552039677,2019-08-01
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,NA,310.506615504839,2019-08-01
4-LUC-3-AM,Leste Do Urucu,Solimões,Terra,NA,306.001082573871,2019-08-01
4-RUC-10-AM,Rio Urucu,Solimões,Terra,NA,303.83353288903203,2019-08-01
7-FAL-134D-ES,Fazenda Alegre,Espírito Santo,Terra,NA,288.112254242581,2019-08-01
7-C-207-BA,Candeias,Recôncavo,Terra e Mar,NA,287.22397075290303,2019-08-01
7-TIE-1D-BA,Tiê,Recôncavo,Terra,NA,1887.21954197967,2019-09-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,NA,1576.98829165133,2019-09-01
3-GTE-4DPA-BA,Tiê,Recôncavo,Terra,NA,1446.468863662,2019-09-01
7-LUC-69HP-AM,Leste Do Urucu,Solimões,Terra,NA,895.058203449,2019-09-01
7-ANB-16D-AL,Anambé,Alagoas,Terra,NA,749.832780359,2019-09-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,NA,699.338604999669,2019-09-01
7-LUC-38HP-AM,Leste Do Urucu,Solimões,Terra,NA,658.278096338669,2019-09-01
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,NA,631.573240361331,2019-09-01
7-CNC-15-ES,Cancã,Espírito Santo,Terra,NA,538.445684520333,2019-09-01
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,NA,513.469897312,2019-09-01
7-LUC-25-AM,Leste Do Urucu,Solimões,Terra,NA,498.937081646667,2019-09-01
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,NA,498.479393139,2019-09-01
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,NA,495.263413286,2019-09-01
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,NA,494.187436455333,2019-09-01
7-LUC-29H-AM,Leste Do Urucu,Solimões,Terra,NA,462.701486236667,2019-09-01
7-RUC-112HPA-AM,Rio Urucu,Solimões,Terra,NA,452.545120369333,2019-09-01
7-LUC-32HA-AM,Leste Do Urucu,Solimões,Terra,NA,392.328785693,2019-09-01
4-SMT-3-AM,Araracanga,Solimões,Terra,NA,387.082245511667,2019-09-01
7-LUC-90HP-AM,Leste Do Urucu,Solimões,Terra,NA,382.967242149333,2019-09-01
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,NA,372.670403858667,2019-09-01
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,NA,346.866039013,2019-09-01
7-FAL-111D-ES,Fazenda Alegre,Espírito Santo,Terra,NA,345.522535597,2019-09-01
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,NA,340.185631812,2019-09-01
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,NA,335.826164501,2019-09-01
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,NA,333.196814260667,2019-09-01
7-FAL-134D-ES,Fazenda Alegre,Espírito Santo,Terra,NA,332.155431385,2019-09-01
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,NA,330.689905655,2019-09-01
4-LUC-3-AM,Leste Do Urucu,Solimões,Terra,NA,312.173124335667,2019-09-01
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,NA,308.380578566,2019-09-01
4-RUC-10-AM,Rio Urucu,Solimões,Terra,NA,306.747324569333,2019-09-01
7-TIE-1D-BA,Tiê,Recôncavo,Terra,NA,1678.03041010065,2019-10-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,NA,1555.35781090549,2019-10-01
3-GTE-4DPA-BA,Tiê,Recôncavo,Terra,NA,1076.47135852387,2019-10-01
7-LUC-69HP-AM,Leste Do Urucu,Solimões,Terra,NA,920.152130873547,2019-10-01
3-BRSA-494-ES,Cancã,Espírito Santo,Terra,NA,868.55357309,2019-10-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,NA,704.4459374829,2019-10-01
7-ANB-16D-AL,Anambé,Alagoas,Terra,NA,702.92035421226,2019-10-01
7-LUC-38HP-AM,Leste Do Urucu,Solimões,Terra,NA,679.968431728067,2019-10-01
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,NA,591.08489475,2019-10-01
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,NA,572.069175943226,2019-10-01
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,NA,512.774731279032,2019-10-01
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,NA,499.363233182258,2019-10-01
7-LUC-25-AM,Leste Do Urucu,Solimões,Terra,NA,497.74350565871,2019-10-01
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,NA,471.097435733548,2019-10-01
4-SMT-3-AM,Araracanga,Solimões,Terra,NA,439.63580611354803,2019-10-01
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,NA,419.412037992581,2019-10-01
7-RUC-112HPA-AM,Rio Urucu,Solimões,Terra,NA,413.218198319355,2019-10-01
7-FAL-134D-ES,Fazenda Alegre,Espírito Santo,Terra,NA,391.564005666129,2019-10-01
7-LUC-90HP-AM,Leste Do Urucu,Solimões,Terra,NA,383.600700411936,2019-10-01
7-LUC-32HA-AM,Leste Do Urucu,Solimões,Terra,NA,377.988769612258,2019-10-01
7-LUC-29H-AM,Leste Do Urucu,Solimões,Terra,NA,357.113498913548,2019-10-01
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,NA,355.55606079871,2019-10-01
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,NA,354.048535369677,2019-10-01
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,NA,324.508949947419,2019-10-01
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,NA,321.446218271613,2019-10-01
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,NA,321.026424178387,2019-10-01
7-RUC-89H-AM,Rio Urucu,Solimões,Terra,NA,316.090952299355,2019-10-01
4-LUC-3-AM,Leste Do Urucu,Solimões,Terra,NA,303.397304130968,2019-10-01
7-CAM-1432-RN,Canto Do Amaro,Potiguar,Terra,NA,301.299956841613,2019-10-01
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,NA,290.582729292903,2019-10-01
7-TIE-1D-BA,Tiê,Recôncavo,Terra,NA,1573.85806287467,2019-11-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,NA,1561.555404175,2019-11-01
7-LUC-69HP-AM,Leste Do Urucu,Solimões,Terra,NA,885.597700228,2019-11-01
3-GTE-4DPA-BA,Tiê,Recôncavo,Terra,NA,725.884119123669,2019-11-01
7-ANB-16D-AL,Anambé,Alagoas,Terra,NA,716.910027876,2019-11-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,NA,649.118875016669,2019-11-01
7-LUC-38HP-AM,Leste Do Urucu,Solimões,Terra,NA,646.733359744,2019-11-01
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,NA,593.558467362667,2019-11-01
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,NA,559.380059143333,2019-11-01
3-BRSA-494-ES,Cancã,Espírito Santo,Terra,NA,556.404769353,2019-11-01
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,NA,517.275442022333,2019-11-01
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,NA,514.832899139,2019-11-01
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,NA,507.426018883,2019-11-01
4-SMT-3-AM,Araracanga,Solimões,Terra,NA,461.431573597667,2019-11-01
7-LUC-25-AM,Leste Do Urucu,Solimões,Terra,NA,450.490658763,2019-11-01
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,NA,423.604236937,2019-11-01
7-RUC-112HPA-AM,Rio Urucu,Solimões,Terra,NA,395.242645005667,2019-11-01
7-LUC-32HA-AM,Leste Do Urucu,Solimões,Terra,NA,389.506967266667,2019-11-01
7-CNC-24-ES,Cancã,Espírito Santo,Terra,NA,371.962590573333,2019-11-01
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,NA,363.804916663667,2019-11-01
7-FAL-134D-ES,Fazenda Alegre,Espírito Santo,Terra,NA,358.031290404333,2019-11-01
7-LUC-90HP-AM,Leste Do Urucu,Solimões,Terra,NA,354.199538152333,2019-11-01
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,NA,346.424284690667,2019-11-01
7-LUC-29H-AM,Leste Do Urucu,Solimões,Terra,NA,337.046806961667,2019-11-01
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,NA,329.051200489667,2019-11-01
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,NA,318.731089902,2019-11-01
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,NA,307.798561480667,2019-11-01
7-FAL-118-ES,Fazenda Alegre,Espírito Santo,Terra,NA,303.763229045,2019-11-01
4-LUC-3-AM,Leste Do Urucu,Solimões,Terra,NA,299.817002251,2019-11-01
7-FAL-22HA-ES,Fazenda Alegre,Espírito Santo,Terra,NA,292.053280107667,2019-11-01
7-TIE-1D-BA,Tiê,Recôncavo,Terra,NA,1760.11283639484,2019-12-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,NA,1390.16487872774,2019-12-01
7-LUC-69HP-AM,Leste Do Urucu,Solimões,Terra,NA,863.03355467516,2019-12-01
7-ANB-16D-AL,Anambé,Alagoas,Terra,NA,717.246918215487,2019-12-01
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,NA,626.038992096774,2019-12-01
7-LUC-38HP-AM,Leste Do Urucu,Solimões,Terra,NA,611.876977639032,2019-12-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,NA,588.824215297742,2019-12-01
4-SMT-3-AM,Araracanga,Solimões,Terra,NA,510.848832036452,2019-12-01
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,NA,490.325790697742,2019-12-01
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,NA,486.080371844839,2019-12-01
7-CNC-24-ES,Cancã,Espírito Santo,Terra,NA,485.628925804516,2019-12-01
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,NA,470.727960120322,2019-12-01
7-LUC-25-AM,Leste Do Urucu,Solimões,Terra,NA,466.904973022903,2019-12-01
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,NA,458.165180579355,2019-12-01
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,NA,439.674965253226,2019-12-01
7-RUC-112HPA-AM,Rio Urucu,Solimões,Terra,NA,392.757446389355,2019-12-01
3-GTE-3D-BA,Tiê,Recôncavo,Terra,NA,383.519135779032,2019-12-01
7-LUC-32HA-AM,Leste Do Urucu,Solimões,Terra,NA,379.827017309032,2019-12-01
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,NA,356.116259682903,2019-12-01
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,NA,353.374511214193,2019-12-01
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,NA,340.451589326452,2019-12-01
7-CAM-1432-RN,Canto Do Amaro,Potiguar,Terra,NA,339.577102839355,2019-12-01
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,NA,337.556450652581,2019-12-01
7-C-207-BA,Candeias,Recôncavo,Terra e Mar,NA,333.442509118387,2019-12-01
7-LUC-90HP-AM,Leste Do Urucu,Solimões,Terra,NA,331.363422567742,2019-12-01
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,NA,317.682274229355,2019-12-01
4-LUC-3-AM,Leste Do Urucu,Solimões,Terra,NA,297.662214793548,2019-12-01
7-CNC-15-ES,Cancã,Espírito Santo,Terra,NA,294.634787212581,2019-12-01
7-LUC-29H-AM,Leste Do Urucu,Solimões,Terra,NA,291.850430353548,2019-12-01
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,NA,289.956791749355,2019-12-01
7-TIE-1D-BA,Tiê,Recôncavo,Terra,NA,2087.69283679903,2020-01-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,NA,1496.17090170258,2020-01-01
7-LUC-69HP-AM,Leste Do Urucu,Solimões,Terra,NA,760.07078525484,2020-01-01
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,NA,634.845131890967,2020-01-01
7-LUC-38HP-AM,Leste Do Urucu,Solimões,Terra,NA,572.331116095161,2020-01-01
7-ANB-16D-AL,Anambé,Alagoas,Terra,NA,566.188812284516,2020-01-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,NA,529.096788229032,2020-01-01
4-SMT-3-AM,Araracanga,Solimões,Terra,NA,520.194475210968,2020-01-01
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,NA,489.724403702903,2020-01-01
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,NA,465.250550095806,2020-01-01
7-LUC-25-AM,Leste Do Urucu,Solimões,Terra,NA,457.218056931613,2020-01-01
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,NA,451.971543803226,2020-01-01
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,NA,440.023745362581,2020-01-01
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,NA,428.209250314516,2020-01-01
3-GTE-3D-BA,Tiê,Recôncavo,Terra,NA,406.174625604839,2020-01-01
7-RUC-112HPA-AM,Rio Urucu,Solimões,Terra,NA,372.176579378064,2020-01-01
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,NA,361.667930044839,2020-01-01
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,NA,350.906470929032,2020-01-01
7-LUC-32HA-AM,Leste Do Urucu,Solimões,Terra,NA,348.693269397419,2020-01-01
7-CAM-1432-RN,Canto Do Amaro,Potiguar,Terra,NA,341.956679990323,2020-01-01
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,NA,336.663906323871,2020-01-01
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,NA,334.161779326452,2020-01-01
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,NA,325.20204643,2020-01-01
7-CNC-24-ES,Cancã,Espírito Santo,Terra,NA,308.111009483226,2020-01-01
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,NA,307.308551465484,2020-01-01
4-LUC-3-AM,Leste Do Urucu,Solimões,Terra,NA,298.307630458387,2020-01-01
7-FAL-118-ES,Fazenda Alegre,Espírito Santo,Terra,NA,285.646648722581,2020-01-01
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,NA,278.644669912903,2020-01-01
7-FAL-92D-ES,Fazenda Alegre,Espírito Santo,Terra,NA,276.735002438064,2020-01-01
7-LUC-29H-AM,Leste Do Urucu,Solimões,Terra,NA,276.457439209677,2020-01-01
7-TIE-1D-BA,Tiê,Recôncavo,Terra,NA,1858.5607746,2020-02-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,NA,1530.0377084900001,2020-02-01
7-LUC-69HP-AM,Leste Do Urucu,Solimões,Terra,NA,808.981481239998,2020-02-01
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,NA,609.35093677,2020-02-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,NA,604.31258207,2020-02-01
7-LUC-38HP-AM,Leste Do Urucu,Solimões,Terra,NA,533.85781758,2020-02-01
7-LUC-67HP-AM,Leste Do Urucu,Solimões,Terra,NA,531.19115503,2020-02-01
4-SMT-3-AM,Araracanga,Solimões,Terra,NA,484.80315561,2020-02-01
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,NA,447.59133831,2020-02-01
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,NA,445.87031616,2020-02-01
7-LUC-25-AM,Leste Do Urucu,Solimões,Terra,NA,426.60614636,2020-02-01
7-MJ-94D-BA,Mata De São João,Recôncavo,Terra,NA,408.96973601,2020-02-01
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,NA,408.24705853,2020-02-01
7-RUC-112HPA-AM,Rio Urucu,Solimões,Terra,NA,365.59021778,2020-02-01
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,NA,363.36037169,2020-02-01
7-ANB-16D-AL,Anambé,Alagoas,Terra,NA,361.97964995,2020-02-01
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,NA,344.72908691,2020-02-01
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,NA,341.72624486,2020-02-01
7-LUC-32HA-AM,Leste Do Urucu,Solimões,Terra,NA,339.77705443,2020-02-01
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,NA,331.38080875000003,2020-02-01
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,NA,326.57951482,2020-02-01
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,NA,314.2193875,2020-02-01
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,NA,308.90731762,2020-02-01
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,NA,304.81113308,2020-02-01
7-LUC-17-AM,Leste Do Urucu,Solimões,Terra,NA,303.72581552,2020-02-01
4-LUC-3-AM,Leste Do Urucu,Solimões,Terra,NA,296.11622987,2020-02-01
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,NA,284.59741886,2020-02-01
7-CNC-24-ES,Cancã,Espírito Santo,Terra,NA,264.88298542,2020-02-01
7-LUC-29H-AM,Leste Do Urucu,Solimões,Terra,NA,255.61722773,2020-02-01
7-CNC-15-ES,Cancã,Espírito Santo,Terra,NA,252.67728378,2020-02-01
7-TIE-1D-BA,Tiê,Recôncavo,Terra,NA,2177.11405108355,2020-03-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,NA,1393.66870869193,2020-03-01
7-LUC-69HP-AM,Leste Do Urucu,Solimões,Terra,NA,848.537368699033,2020-03-01
7-CS-233D-BA,Cassarongongo,Recôncavo,Terra,NA,663.882546998707,2020-03-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,NA,611.415995435161,2020-03-01
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,NA,585.16050242129,2020-03-01
7-LUC-38HP-AM,Leste Do Urucu,Solimões,Terra,NA,545.721364750322,2020-03-01
7-MJ-94D-BA,Mata De São João,Recôncavo,Terra,NA,542.648082425484,2020-03-01
4-SMT-3-AM,Araracanga,Solimões,Terra,NA,508.624268267419,2020-03-01
7-LUC-67HP-AM,Leste Do Urucu,Solimões,Terra,NA,474.606946816452,2020-03-01
7-LUC-25-AM,Leste Do Urucu,Solimões,Terra,NA,436.556436875806,2020-03-01
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,NA,415.798237801935,2020-03-01
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,NA,409.452022409032,2020-03-01
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,NA,402.00752503129,2020-03-01
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,NA,388.608200760323,2020-03-01
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,NA,388.437767199032,2020-03-01
7-RUC-112HPA-AM,Rio Urucu,Solimões,Terra,NA,359.46954000129,2020-03-01
7-LUC-32HA-AM,Leste Do Urucu,Solimões,Terra,NA,348.435792981613,2020-03-01
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,NA,335.585508254516,2020-03-01
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,NA,335.066700378064,2020-03-01
7-ANB-16D-AL,Anambé,Alagoas,Terra,NA,323.325451181935,2020-03-01
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,NA,307.309363053871,2020-03-01
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,NA,307.002379746452,2020-03-01
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,NA,305.250363315806,2020-03-01
4-LUC-3-AM,Leste Do Urucu,Solimões,Terra,NA,300.662454163548,2020-03-01
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,NA,296.623787452258,2020-03-01
7-ANB-7D-AL,Anambé,Alagoas,Terra,NA,286.230789464194,2020-03-01
7-LUC-17-AM,Leste Do Urucu,Solimões,Terra,NA,270.987333480645,2020-03-01
7-RUC-58HP-AM,Rio Urucu,Solimões,Terra,NA,269.998210133871,2020-03-01
4-RUC-10-AM,Rio Urucu,Solimões,Terra,NA,264.715784219355,2020-03-01
7-TIE-1D-BA,Tiê,Recôncavo,Terra,NA,1916.40010910507,2020-04-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,NA,1447.63709103933,2020-04-01
7-LUC-69HP-AM,Leste Do Urucu,Solimões,Terra,NA,810.864484071669,2020-04-01
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,NA,607.465656593333,2020-04-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,NA,580.801265060333,2020-04-01
7-LUC-38HP-AM,Leste Do Urucu,Solimões,Terra,NA,527.289238863,2020-04-01
7-CNC-24-ES,Cancã,Espírito Santo,Terra,NA,500.289600457,2020-04-01
4-SMT-3-AM,Araracanga,Solimões,Terra,NA,470.896479685667,2020-04-01
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,NA,461.302003511667,2020-04-01
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,NA,455.966777009333,2020-04-01
7-LUC-67HP-AM,Leste Do Urucu,Solimões,Terra,NA,445.723611764,2020-04-01
7-LUC-25-AM,Leste Do Urucu,Solimões,Terra,NA,428.687871039333,2020-04-01
7-MJ-94D-BA,Mata De São João,Recôncavo,Terra,NA,422.909003271667,2020-04-01
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,NA,380.697249720333,2020-04-01
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,NA,372.758461198667,2020-04-01
7-LUC-32HA-AM,Leste Do Urucu,Solimões,Terra,NA,355.199198621667,2020-04-01
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,NA,349.433958775667,2020-04-01
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,NA,346.350693913667,2020-04-01
7-RUC-112HPA-AM,Rio Urucu,Solimões,Terra,NA,343.441237468,2020-04-01
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,NA,335.311448382667,2020-04-01
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,NA,310.031444030667,2020-04-01
4-LUC-3-AM,Leste Do Urucu,Solimões,Terra,NA,308.681231484,2020-04-01
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,NA,288.417560267333,2020-04-01
7-ANB-7D-AL,Anambé,Alagoas,Terra,NA,288.273104297667,2020-04-01
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,NA,287.896554339,2020-04-01
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,NA,279.542428697,2020-04-01
7-LUC-17-AM,Leste Do Urucu,Solimões,Terra,NA,276.480549189,2020-04-01
7-ANB-16D-AL,Anambé,Alagoas,Terra,NA,265.210677291333,2020-04-01
7-RUC-89H-AM,Rio Urucu,Solimões,Terra,NA,264.206823615333,2020-04-01
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,NA,256.474969842667,2020-04-01
7-TIE-1D-BA,Tiê,Recôncavo,Terra,NA,2018.8679726032599,2020-05-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,NA,1371.8450969629,2020-05-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,NA,580.910011140968,2020-05-01
7-LUC-38HP-AM,Leste Do Urucu,Solimões,Terra,NA,551.165499650968,2020-05-01
7-LUC-69HP-AM,Leste Do Urucu,Solimões,Terra,NA,528.862036288064,2020-05-01
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,NA,521.670348692903,2020-05-01
7-LUC-67HP-AM,Leste Do Urucu,Solimões,Terra,NA,463.422244356774,2020-05-01
7-LUC-25-AM,Leste Do Urucu,Solimões,Terra,NA,452.779480042581,2020-05-01
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,NA,441.275214655484,2020-05-01
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,NA,425.064345314516,2020-05-01
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,NA,422.936563460645,2020-05-01
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,NA,422.024338113548,2020-05-01
3-GTE-3D-BA,Tiê,Recôncavo,Terra,NA,407.264872864645,2020-05-01
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,NA,398.086944430323,2020-05-01
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,NA,377.284107995161,2020-05-01
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,NA,376.037305335484,2020-05-01
7-MJ-94D-BA,Mata De São João,Recôncavo,Terra,NA,359.69536447,2020-05-01
7-LUC-32HA-AM,Leste Do Urucu,Solimões,Terra,NA,355.693219236129,2020-05-01
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,NA,354.609748739355,2020-05-01
4-LUC-3-AM,Leste Do Urucu,Solimões,Terra,NA,340.512458455484,2020-05-01
7-RUC-112HPA-AM,Rio Urucu,Solimões,Terra,NA,340.175852171936,2020-05-01
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,NA,305.262537141613,2020-05-01
7-RUC-89H-AM,Rio Urucu,Solimões,Terra,NA,300.426687737097,2020-05-01
4-SMT-3-AM,Araracanga,Solimões,Terra,NA,293.440332003871,2020-05-01
7-CNC-24-ES,Cancã,Espírito Santo,Terra,NA,286.922668564194,2020-05-01
1-SUC-1-AM,Sudoeste Urucu,Solimões,Terra,NA,281.671894596774,2020-05-01
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,NA,276.318454698387,2020-05-01
7-LUC-17-AM,Leste Do Urucu,Solimões,Terra,NA,275.136782006774,2020-05-01
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,NA,269.243432933871,2020-05-01
