Nº,Poço,Campo,Bacia,Localização,Operador,Gás natural (Mm³/d),mes
14,7-TUP-121DA-RJS,Tupi,Santos,Mar,NA,1574.0573870967742,2023-05-01
15,7-BUZ-30-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1567.2108387096773,2023-05-01
16,7-BUZ-23-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1474.7585806451614,2023-05-01
17,9-LL-2-RJS,Tupi,Santos,Mar,NA,1455.3020322580644,2023-05-01
18,7-BUZ-14DA-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1444.055806451613,2023-05-01
19,9-BRSA-1254-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,1400.186870967742,2023-05-01
20,7-BUZ-10-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1385.1494516129032,2023-05-01
21,7-BUZ-24D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1328.9879999999998,2023-05-01
22,3-BRSA-1201-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,1307.5945483870967,2023-05-01
23,7-LL-36A-RJS,Tupi,Santos,Mar,NA,1274.3822903225807,2023-05-01
24,9-BUZ-3-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1265.284612903226,2023-05-01
25,7-MXL-18HA-SPS,Mexilhão,Santos,Mar,NA,1255.6714838709677,2023-05-01
26,9-LL-12D-RJS,Anc_Tupi / Sul De Tupi / Tupi,Santos,Mar,NA,1211.4932580645163,2023-05-01
27,7-LL-70-RJS,Anc_Tupi / Sul De Tupi / Tupi,Santos,Mar,NA,1208.8731612903225,2023-05-01
28,7-SPH-14D-SPS,Nordeste De Sapinhoá / Noroeste De Sapinhoá / Sapinhoá / Sudoeste De Sapinhoá,Santos,Mar,NA,1207.643064516129,2023-05-01
29,3-BRSA-883-RJS,Anc_Tupi / Sul De Tupi / Tupi,Santos,Mar,NA,1185.4149677419355,2023-05-01
30,7-LL-119D-RJS,Anc_Tupi / Sul De Tupi / Tupi,Santos,Mar,NA,1181.5695161290323,2023-05-01
1,3-BRSA-1322-RJS,Anc_Mero / Mero,Santos,Mar,NA,3242.487419354839,2023-03-01
2,7-BUZ-23-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,2207.548387096774,2023-03-01
3,7-BUZ-10-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,2127.1571935483867,2023-03-01
4,9-BUZ-3-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1970.3074838709676,2023-03-01
5,7-ATP-6-RJS,Atapu / Atapu_Eco / Anc_Norte_Atapu / Oeste De Atapu,Santos,Mar,NA,1955.5137096774195,2023-03-01
6,1-BRSA-976-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,1903.3125806451615,2023-03-01
7,7-BUZ-25-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1875.1044193548387,2023-03-01
8,7-BUZ-24D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1671.8058387096773,2023-03-01
9,7-BUZ-14DA-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1657.590451612903,2023-03-01
10,7-BUZ-31D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1589.2891935483872,2023-03-01
11,9-LL-2-RJS,Tupi,Santos,Mar,NA,1585.586,2023-03-01
12,9-LL-20D-RJS,Tupi,Santos,Mar,NA,1583.8736774193549,2023-03-01
13,7-TUP-121DA-RJS,Tupi,Santos,Mar,NA,1553.227548387097,2023-03-01
14,7-BUZ-29D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1515.4309677419355,2023-03-01
15,7-MRO-10B-RJS,Anc_Mero / Mero,Santos,Mar,NA,1505.8553548387097,2023-03-01
16,7-SPH-14D-SPS,Nordeste De Sapinhoá / Noroeste De Sapinhoá / Sapinhoá / Sudoeste De Sapinhoá,Santos,Mar,NA,1493.3464838709676,2023-03-01
17,7-LL-119D-RJS,Anc_Tupi / Sul De Tupi / Tupi,Santos,Mar,NA,1457.6543548387097,2023-03-01
18,9-BRSA-1191-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1448.6242903225807,2023-03-01
19,9-BRSA-1254-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,1448.3663225806451,2023-03-01
20,3-BRSA-1201-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,1371.505129032258,2023-03-01
21,7-MRO-7A-RJS,Anc_Mero / Mero,Santos,Mar,NA,1365.1908387096773,2023-03-01
22,7-LL-70-RJS,Anc_Tupi / Sul De Tupi / Tupi,Santos,Mar,NA,1346.9883870967742,2023-03-01
23,7-LL-36A-RJS,Tupi,Santos,Mar,NA,1340.141129032258,2023-03-01
24,7-LL-46-RJS,Anc_Tupi / Sul De Tupi / Tupi,Santos,Mar,NA,1320.351806451613,2023-03-01
25,7-RO-111HP-RJS,Roncador,Campos,Mar,NA,1306.279064516129,2023-03-01
26,7-MXL-18HA-SPS,Mexilhão,Santos,Mar,NA,1264.4478387096774,2023-03-01
27,9-LL-12D-RJS,Anc_Tupi / Sul De Tupi / Tupi,Santos,Mar,NA,1145.6657741935485,2023-03-01
28,7-SLL-5-RJS,Anc_Tupi / Sul De Tupi / Tupi,Santos,Mar,NA,1116.4014193548385,2023-03-01
29,3-BRSA-1172-RJS,Atapu / Atapu_Eco / Anc_Norte_Atapu / Oeste De Atapu / Peo-1Brsa1146Rjs_Iara_Entorno_Cco,Santos,Mar,NA,1115.9261290322581,2023-03-01
30,7-MRO-6DB-RJS,Anc_Mero / Mero,Santos,Mar,NA,1111.2933548387095,2023-03-01
1,3-BRSA-1322-RJS,Anc_Mero / Mero,Santos,Mar,NA,3302.749667,2023-11-01
2,7-MRO-3-RJS,Anc_Mero / Mero,Santos,Mar,NA,3093.262633,2023-11-01
3,7-MRO-6DB-RJS,Anc_Mero / Mero,Santos,Mar,NA,3028.344333,2023-11-01
4,7-MRO-10B-RJS,Anc_Mero / Mero,Santos,Mar,NA,2816.618367,2023-11-01
5,7-BUZ-24D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,2241.450733,2023-11-01
6,7-MRO-7A-RJS,Anc_Mero / Mero,Santos,Mar,NA,2214.8932,2023-11-01
7,9-LL-2-RJS,Tupi,Santos,Mar,NA,2139.252567,2023-11-01
8,7-BUZ-23-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,2036.7337,2023-11-01
9,7-BUZ-18-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,2035.933867,2023-11-01
10,7-BUZ-10-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1947.036967,2023-11-01
11,7-BUZ-25-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1837.881833,2023-11-01
12,7-BUZ-50D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1823.409267,2023-11-01
13,7-BUZ-33-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1810.345867,2023-11-01
14,7-RO-111HP-RJS,Roncador,Campos,Mar,NA,1765.9235,2023-11-01
15,7-BUZ-45DA-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1754.316233,2023-11-01
16,1-BRSA-976-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,1748.7347,2023-11-01
17,7-ATP-6-RJS,Atapu / Atapu_Eco / Anc_Norte_Atapu / Oeste De Atapu,Santos,Mar,NA,1714.341067,2023-11-01
18,9-BUZ-3-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1695.762567,2023-11-01
19,9-LL-20D-RJS,Tupi,Santos,Mar,NA,1671.403367,2023-11-01
20,7-BUZ-12-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1585.133367,2023-11-01
21,7-TUP-121DA-RJS,Tupi,Santos,Mar,NA,1563.6341,2023-11-01
22,9-BUZ-4-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1507.408,2023-11-01
23,9-BRSA-1254-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,1504.689667,2023-11-01
24,3-BRSA-1201-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,1474.8378,2023-11-01
25,7-BUZ-30-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1392.644867,2023-11-01
26,7-BUZ-29D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1323.133433,2023-11-01
27,3-BRSA-883-RJS,Anc_Tupi / Sul De Tupi / Tupi,Santos,Mar,NA,1300.9694,2023-11-01
28,9-ATP-1-RJS,Atapu / Atapu_Eco / Anc_Norte_Atapu / Oeste De Atapu,Santos,Mar,NA,1299.844,2023-11-01
29,7-LL-36A-RJS,Tupi,Santos,Mar,NA,1254.6102,2023-11-01
30,4-BRSA-711-RJS,Tupi,Santos,Mar,NA,1226.2478,2023-11-01
1,7-MRO-3-RJS,Anc_Mero / Mero,Santos,Mar,NA,3180.4908709677416,2023-10-01
2,7-MRO-6DB-RJS,Anc_Mero / Mero,Santos,Mar,NA,3172.13635483871,2023-10-01
3,3-BRSA-1322-RJS,Anc_Mero / Mero,Santos,Mar,NA,3055.8150322580645,2023-10-01
4,7-MRO-10B-RJS,Anc_Mero / Mero,Santos,Mar,NA,2446.862612903226,2023-10-01
5,7-MRO-7A-RJS,Anc_Mero / Mero,Santos,Mar,NA,2053.036483870968,2023-10-01
6,7-ATP-6-RJS,Atapu / Atapu_Eco / Anc_Norte_Atapu / Oeste De Atapu,Santos,Mar,NA,1893.137387096774,2023-10-01
7,7-BUZ-33-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1882.3583548387098,2023-10-01
8,7-BUZ-23-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1868.695935483871,2023-10-01
9,7-BUZ-10-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1866.9239032258065,2023-10-01
10,7-BUZ-45DA-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1837.1280645161291,2023-10-01
11,1-BRSA-976-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,1748.4963870967745,2023-10-01
12,7-BUZ-24D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1745.9622903225809,2023-10-01
13,9-LL-2-RJS,Tupi,Santos,Mar,NA,1692.1097096774192,2023-10-01
14,7-RO-111HP-RJS,Roncador,Campos,Mar,NA,1615.9723225806451,2023-10-01
15,7-BUZ-18-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1614.8649999999998,2023-10-01
16,7-TUP-121DA-RJS,Tupi,Santos,Mar,NA,1610.9170322580644,2023-10-01
17,7-BUZ-12-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1539.649935483871,2023-10-01
18,9-BRSA-1254-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,1474.9179354838711,2023-10-01
19,7-BUZ-25-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1463.5417096774192,2023-10-01
20,9-BUZ-4-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1452.2948064516129,2023-10-01
21,9-ATP-1-RJS,Atapu / Atapu_Eco / Anc_Norte_Atapu / Oeste De Atapu,Santos,Mar,NA,1432.424741935484,2023-10-01
22,7-LL-27-RJS,Tupi,Santos,Mar,NA,1403.7446129032257,2023-10-01
23,3-BRSA-1201-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,1384.1943548387094,2023-10-01
24,9-LL-20D-RJS,Tupi,Santos,Mar,NA,1367.680387096774,2023-10-01
25,7-BUZ-30-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1342.5680967741935,2023-10-01
26,9-BUZ-3-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1307.7477096774192,2023-10-01
27,7-SPH-14D-SPS,Nordeste De Sapinhoá / Noroeste De Sapinhoá / Sapinhoá / Sudoeste De Sapinhoá,Santos,Mar,NA,1302.7960322580645,2023-10-01
28,7-MXL-18HA-SPS,Mexilhão,Santos,Mar,NA,1259.7549999999999,2023-10-01
29,7-SLL-5-RJS,Anc_Tupi / Sul De Tupi / Tupi,Santos,Mar,NA,1248.5014193548388,2023-10-01
30,7-BUZ-29D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1244.023935483871,2023-10-01
1,7-MRO-6DB-RJS,Anc_Mero / Mero,Santos,Mar,NA,3253.2252000000003,2023-09-01
2,3-BRSA-1322-RJS,Anc_Mero / Mero,Santos,Mar,NA,3220.302333333333,2023-09-01
3,7-MRO-3-RJS,Anc_Mero / Mero,Santos,Mar,NA,3217.0407333333333,2023-09-01
4,7-MRO-10B-RJS,Anc_Mero / Mero,Santos,Mar,NA,3190.490866666667,2023-09-01
5,7-BUZ-23-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,2213.377066666667,2023-09-01
6,7-BUZ-10-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,2170.7592,2023-09-01
7,9-LL-2-RJS,Tupi,Santos,Mar,NA,1944.5783333333334,2023-09-01
8,9-BUZ-3-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1909.1993333333335,2023-09-01
9,7-BUZ-33-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1908.4677666666664,2023-09-01
10,7-MRO-7A-RJS,Anc_Mero / Mero,Santos,Mar,NA,1906.4959999999999,2023-09-01
11,7-BUZ-25-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1883.9875666666665,2023-09-01
12,7-BUZ-45DA-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1882.5389333333335,2023-09-01
13,7-RO-111HP-RJS,Roncador,Campos,Mar,NA,1788.4676666666667,2023-09-01
14,7-ATP-6-RJS,Atapu / Atapu_Eco / Anc_Norte_Atapu / Oeste De Atapu,Santos,Mar,NA,1742.8869,2023-09-01
15,7-LL-102D-RJS,Anc_Tupi / Sul De Tupi / Tupi,Santos,Mar,NA,1708.9107333333334,2023-09-01
16,7-BUZ-18-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1660.6529333333335,2023-09-01
17,1-BRSA-976-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,1636.2205666666666,2023-09-01
18,9-LL-20D-RJS,Tupi,Santos,Mar,NA,1620.5513333333333,2023-09-01
19,7-BUZ-12-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1582.2090666666666,2023-09-01
20,7-BUZ-24D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1582.0450666666666,2023-09-01
21,7-TUP-121DA-RJS,Tupi,Santos,Mar,NA,1577.3467666666666,2023-09-01
22,7-BUZ-29D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1515.8001000000002,2023-09-01
23,7-LL-27-RJS,Tupi,Santos,Mar,NA,1421.6751,2023-09-01
24,9-BUZ-4-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1408.6596,2023-09-01
25,9-BRSA-1254-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,1371.0129666666667,2023-09-01
26,7-SPH-14D-SPS,Nordeste De Sapinhoá / Noroeste De Sapinhoá / Sapinhoá / Sudoeste De Sapinhoá,Santos,Mar,NA,1346.6925333333336,2023-09-01
27,9-ATP-1-RJS,Atapu / Atapu_Eco / Anc_Norte_Atapu / Oeste De Atapu,Santos,Mar,NA,1340.3765,2023-09-01
28,3-BRSA-1201-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,1326.7936666666667,2023-09-01
29,7-BUZ-30-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1306.3,2023-09-01
30,7-LL-36A-RJS,Tupi,Santos,Mar,NA,1306.2654,2023-09-01
1,7-MRO-6DB-RJS,Anc_Mero / Mero,Santos,Mar,NA,3248.5517096774192,2023-08-01
2,7-MRO-10B-RJS,Anc_Mero / Mero,Santos,Mar,NA,3233.3346774193546,2023-08-01
3,7-MRO-3-RJS,Anc_Mero / Mero,Santos,Mar,NA,3219.2298387096776,2023-08-01
4,3-BRSA-1322-RJS,Anc_Mero / Mero,Santos,Mar,NA,3073.8247096774194,2023-08-01
5,7-BUZ-10-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,2091.4103548387097,2023-08-01
6,7-BUZ-33-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,2062.632387096774,2023-08-01
7,7-BUZ-23-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,2014.7919354838712,2023-08-01
8,7-MRO-7A-RJS,Anc_Mero / Mero,Santos,Mar,NA,1904.358741935484,2023-08-01
9,7-BUZ-12-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1801.3123870967743,2023-08-01
10,7-BUZ-25-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1791.1694193548387,2023-08-01
11,1-BRSA-976-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,1780.4813548387099,2023-08-01
12,7-BUZ-18-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1644.898870967742,2023-08-01
13,9-BUZ-4-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1617.9098064516131,2023-08-01
14,7-SPH-14D-SPS,Nordeste De Sapinhoá / Noroeste De Sapinhoá / Sapinhoá / Sudoeste De Sapinhoá,Santos,Mar,NA,1562.8910322580646,2023-08-01
15,7-LL-102D-RJS,Anc_Tupi / Sul De Tupi / Tupi,Santos,Mar,NA,1557.5228709677417,2023-08-01
16,9-BUZ-3-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1548.632483870968,2023-08-01
17,9-BRSA-1254-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,1468.2628387096775,2023-08-01
18,7-BUZ-30-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1464.6263870967741,2023-08-01
19,7-BUZ-24D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1460.764064516129,2023-08-01
20,3-BRSA-1201-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,1362.4857741935484,2023-08-01
21,7-BUZ-29D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1341.016,2023-08-01
22,7-SLL-5-RJS,Anc_Tupi / Sul De Tupi / Tupi,Santos,Mar,NA,1292.553290322581,2023-08-01
23,7-MXL-18HA-SPS,Mexilhão,Santos,Mar,NA,1253.4443225806453,2023-08-01
24,7-BUZ-45DA-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1222.1175483870968,2023-08-01
25,7-BUZ-14DA-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1198.6063548387096,2023-08-01
26,7-SPH-22-SPS,Nordeste De Sapinhoá / Noroeste De Sapinhoá / Sapinhoá / Sudoeste De Sapinhoá,Santos,Mar,NA,1197.666322580645,2023-08-01
27,7-SLL-3-RJS,Anc_Tupi / Sul De Tupi / Tupi,Santos,Mar,NA,1191.6089999999997,2023-08-01
28,9-LL-12D-RJS,Anc_Tupi / Sul De Tupi / Tupi,Santos,Mar,NA,1178.0111612903224,2023-08-01
29,3-BRSA-1064-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1120.83435483871,2023-08-01
30,7-BUZ-17-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1050.2966451612904,2023-08-01
1,3-BRSA-1322-RJS,Anc_Mero / Mero,Santos,Mar,NA,2792.59103333333,2024-04-01
2,7-MRO-16D-RJS,Anc_Mero / Mero,Santos,Mar,NA,2759.5716,2024-04-01
3,7-BUZ-23-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,2141.07113333333,2024-04-01
4,7-BUZ-31D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,2067.4871,2024-04-01
5,7-ATP-6-RJS,Atapu / Atapu_Eco / Anc_Norte_Atapu / Oeste De Atapu,Santos,Mar,NA,2014.87973333333,2024-04-01
6,7-BUZ-10-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1996.84716666666,2024-04-01
7,7-BUZ-50D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1954.9041,2024-04-01
8,7-BUZ-18-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1876.73836666666,2024-04-01
9,7-BUZ-33-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1876.1677,2024-04-01
10,7-BUZ-45DA-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1824.78306666666,2024-04-01
11,7-MRO-6DB-RJS,Anc_Mero / Mero,Santos,Mar,NA,1684.65303333333,2024-04-01
12,7-BUZ-12-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1646.36616666666,2024-04-01
13,9-BUZ-4-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1522.22413333333,2024-04-01
14,9-ATP-1-RJS,Atapu / Atapu_Eco / Anc_Norte_Atapu / Oeste De Atapu,Santos,Mar,NA,1521.69263333333,2024-04-01
15,7-SPH-22-SPS,Nordeste De Sapinhoá / Noroeste De Sapinhoá / Sapinhoá / Sudoeste De Sapinhoá,Santos,Mar,NA,1521.2419,2024-04-01
16,7-RUC-59DP-AM,Rio Urucu,Solimões,Terra,NA,1508.26016666666,2024-04-01
17,9-LL-20D-RJS,Tupi,Santos,Mar,NA,1504.097,2024-04-01
18,3-BRSA-1201-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,1442.98836666666,2024-04-01
19,7-BUZ-30-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1441.91136666666,2024-04-01
20,7-BUZ-29D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1441.11006666666,2024-04-01
21,7-TUP-121DA-RJS,Tupi,Santos,Mar,NA,1430.0343,2024-04-01
22,7-LL-27-RJS,Tupi,Santos,Mar,NA,1405.89133333333,2024-04-01
23,7-BUZ-25-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1396.31773333333,2024-04-01
24,4-BRSA-1226-RJS,Peo-1Brsa1146Rjs_Iara_Entorno_Cco / Sul De Berbigão,Santos,Mar,NA,1351.97213333333,2024-04-01
25,7-MRO-10B-RJS,Anc_Mero / Mero,Santos,Mar,NA,1346.40576666666,2024-04-01
26,9-LL-2-RJS,Tupi,Santos,Mar,NA,1287.8151,2024-04-01
27,7-BUZ-14DA-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1264.9836,2024-04-01
28,7-SPH-14D-SPS,Nordeste De Sapinhoá / Noroeste De Sapinhoá / Sapinhoá / Sudoeste De Sapinhoá,Santos,Mar,NA,1255.13506666666,2024-04-01
29,7-LL-36A-RJS,Tupi,Santos,Mar,NA,1246.61386666666,2024-04-01
30,1-BRSA-976-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,1217.6144,2024-04-01
1,3-BRSA-1322-RJS,Anc_Mero / Mero,Santos,Mar,NA,3429.3829032258063,2024-01-01
2,7-MRO-6DB-RJS,Anc_Mero / Mero,Santos,Mar,NA,3136.0985161290323,2024-01-01
3,7-MRO-10B-RJS,Anc_Mero / Mero,Santos,Mar,NA,3050.6569032258067,2024-01-01
4,7-MRO-3-RJS,Anc_Mero / Mero,Santos,Mar,NA,2446.1297096774197,2024-01-01
5,7-MRO-7A-RJS,Anc_Mero / Mero,Santos,Mar,NA,2112.9227741935483,2024-01-01
6,7-BUZ-23-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1943.1559032258067,2024-01-01
7,7-BUZ-50D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1887.7577741935484,2024-01-01
8,7-ATP-6-RJS,Atapu / Atapu_Eco / Anc_Norte_Atapu / Oeste De Atapu,Santos,Mar,NA,1851.6379677419352,2024-01-01
9,7-BUZ-18-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1825.9276451612902,2024-01-01
10,7-BUZ-10-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1805.2722903225808,2024-01-01
11,7-BUZ-45DA-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1793.5189032258065,2024-01-01
12,7-BUZ-33-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1787.396387096774,2024-01-01
13,7-BUZ-24D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1752.8876451612903,2024-01-01
14,7-BUZ-25-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1748.7458064516127,2024-01-01
15,7-BUZ-12-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1729.541387096774,2024-01-01
16,1-BRSA-976-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,1599.2679677419355,2024-01-01
17,3-BRSA-1201-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,1583.2404193548387,2024-01-01
18,9-LL-20D-RJS,Tupi,Santos,Mar,NA,1537.5658064516128,2024-01-01
19,7-BUZ-30-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1529.1561290322581,2024-01-01
20,9-ATP-1-RJS,Atapu / Atapu_Eco / Anc_Norte_Atapu / Oeste De Atapu,Santos,Mar,NA,1506.7555806451614,2024-01-01
21,7-TUP-121DA-RJS,Tupi,Santos,Mar,NA,1483.7531935483871,2024-01-01
22,9-BUZ-4-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1465.8440645161293,2024-01-01
23,9-BRSA-1254-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,1462.7303870967742,2024-01-01
24,9-BUZ-3-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1385.0459032258066,2024-01-01
25,7-MRO-16D-RJS,Anc_Mero / Mero,Santos,Mar,NA,1304.660935483871,2024-01-01
26,7-SLL-5-RJS,Anc_Tupi / Sul De Tupi / Tupi,Santos,Mar,NA,1270.379935483871,2024-01-01
27,7-LL-27-RJS,Tupi,Santos,Mar,NA,1202.2473548387095,2024-01-01
28,7-BUZ-14DA-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,1196.2760322580646,2024-01-01
29,7-MXL-18HA-SPS,Mexilhão,Santos,Mar,NA,1186.5599032258065,2024-01-01
30,9-LL-2-RJS,Tupi,Santos,Mar,NA,1181.1052258064517,2024-01-01
1,7-MRO-6DB-RJS,Anc_Mero / Mero,Santos,Mar,NA,3253.48103225806,2024-05-01
2,3-BRSA-1322-RJS,Anc_Mero / Mero,Santos,Mar,NA,3250.79493548387,2024-05-01
3,7-MRO-10B-RJS,Anc_Mero / Mero,Santos,Mar,NA,3114.28467741935,2024-05-01
4,3-BRSA-1255-RJS,Anc_Mero / Mero,Santos,Mar,NA,2888.73064516129,2024-05-01
