Nº,Poço,Campo,Bacia,Localização,Operador,Produção (boe/d),mes
9,7-BUZ-25-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,56284.362958926125,2023-05-01
10,1-BRSA-1116-RJS,Itapu / Itapu_Eco,Santos,Mar,NA,56027.194338015484,2023-05-01
11,3-BRSA-1201-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,54526.321093198065,2023-05-01
12,7-BUZ-12-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,53687.61814677967,2023-05-01
13,7-BUZ-18-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,52225.60862346677,2023-05-01
14,7-BUZ-30-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,50472.80515498322,2023-05-01
15,1-BRSA-976-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,46023.37043071419,2023-05-01
16,7-BUZ-14DA-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,45506.929145999355,2023-05-01
17,7-BUZ-24D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,45406.57948828839,2023-05-01
18,7-BUZ-10-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,42680.69554357549,2023-05-01
19,7-BUZ-23-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,42512.55228471354,2023-05-01
20,7-TUP-121DA-RJS,Tupi,Santos,Mar,NA,42499.33739390355,2023-05-01
21,7-SEP-6-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,39922.695220311296,2023-05-01
22,9-LL-20D-RJS,Tupi,Santos,Mar,NA,38516.92369979678,2023-05-01
23,7-MRO-6DB-RJS,Anc_Mero / Mero,Santos,Mar,NA,38011.799609345806,2023-05-01
24,9-BUZ-3-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,35912.07822106161,2023-05-01
25,9-LL-12D-RJS,Anc_Tupi / Sul De Tupi / Tupi,Santos,Mar,NA,34291.444964873226,2023-05-01
26,9-BRSA-1284-RJS,Atapu / Atapu_Eco / Anc_Norte_Atapu / Oeste De Atapu,Santos,Mar,NA,32947.899752071295,2023-05-01
27,3-BRSA-1184-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,32367.938487754844,2023-05-01
28,7-BUZ-17-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,31416.57165302807,2023-05-01
29,8-LL-87D-RJS,Anc_Tupi / Sul De Tupi / Tupi,Santos,Mar,NA,30756.12415387774,2023-05-01
30,3-BRSA-1064-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,30247.110931875806,2023-05-01
1,7-ATP-6-RJS,Atapu / Atapu_Eco / Anc_Norte_Atapu / Oeste De Atapu,Santos,Mar,NA,69129.03656681161,2023-03-01
2,3-BRSA-1322-RJS,Anc_Mero / Mero,Santos,Mar,NA,68489.16790570162,2023-03-01
3,7-BUZ-10-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,60883.0270775929,2023-03-01
4,7-BUZ-23-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,59192.296526616774,2023-03-01
5,9-BRSA-1254-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,59088.999179883875,2023-03-01
6,7-BUZ-25-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,57929.50090908032,2023-03-01
7,3-BRSA-1201-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,56029.01615104742,2023-03-01
8,1-BRSA-1116-RJS,Itapu / Itapu_Eco,Santos,Mar,NA,53828.86252593388,2023-03-01
9,9-BUZ-3-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,53456.08821170872,2023-03-01
10,7-BUZ-14DA-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,51297.4639701571,2023-03-01
11,7-BUZ-24D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,51223.46902214032,2023-03-01
12,1-BRSA-976-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,47640.2413660371,2023-03-01
13,7-TUP-121DA-RJS,Tupi,Santos,Mar,NA,42528.64547373839,2023-03-01
14,7-SEP-6-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,40402.93966296162,2023-03-01
15,7-BUZ-31D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,39121.07354440226,2023-03-01
16,9-LL-20D-RJS,Tupi,Santos,Mar,NA,38469.58435786871,2023-03-01
17,3-BRSA-1172-RJS,Atapu / Atapu_Eco / Anc_Norte_Atapu / Oeste De Atapu / Peo-1Brsa1146Rjs_Iara_Entorno_Cco,Santos,Mar,NA,36624.60250645259,2023-03-01
18,9-BRSA-1191-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,36505.06060946065,2023-03-01
19,7-OATP-1-RJS,Atapu / Atapu_Eco / Anc_Norte_Atapu / Oeste De Atapu,Santos,Mar,NA,36230.04637730032,2023-03-01
20,7-BUZ-29D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,35619.67570770774,2023-03-01
21,7-SPH-20D-SPS,Nordeste De Sapinhoá / Noroeste De Sapinhoá / Sapinhoá / Sudoeste De Sapinhoá,Santos,Mar,NA,35081.62182424452,2023-03-01
22,7-BUZ-17-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,34797.82356807355,2023-03-01
23,9-LL-12D-RJS,Anc_Tupi / Sul De Tupi / Tupi,Santos,Mar,NA,34584.01162197839,2023-03-01
24,9-BUZ-1-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,33383.38245751097,2023-03-01
25,3-BRSA-1064-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,33222.416277653225,2023-03-01
26,7-LL-15D-RJS,Anc_Tupi / Sul De Tupi / Tupi,Santos,Mar,NA,33085.34549177968,2023-03-01
27,7-MRO-10B-RJS,Anc_Mero / Mero,Santos,Mar,NA,32812.97460299613,2023-03-01
28,7-LL-119D-RJS,Anc_Tupi / Sul De Tupi / Tupi,Santos,Mar,NA,31974.752319799998,2023-03-01
29,9-LL-2-RJS,Tupi,Santos,Mar,NA,31360.169709375485,2023-03-01
30,8-LL-87D-RJS,Anc_Tupi / Sul De Tupi / Tupi,Santos,Mar,NA,31174.241708392903,2023-03-01
1,3-BRSA-1322-RJS,Anc_Mero / Mero,Santos,Mar,NA,69142.20719223833,2023-11-01
2,7-MRO-3-RJS,Anc_Mero / Mero,Santos,Mar,NA,67498.702901875,2023-11-01
3,7-MRO-6DB-RJS,Anc_Mero / Mero,Santos,Mar,NA,66217.09205491633,2023-11-01
4,7-BUZ-25-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,62269.37960779433,2023-11-01
5,7-MRO-10B-RJS,Anc_Mero / Mero,Santos,Mar,NA,61548.95860797634,2023-11-01
6,7-BUZ-50D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,60921.71611146032,2023-11-01
7,9-BRSA-1254-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,59986.09471366099,2023-11-01
8,7-BUZ-18-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,59258.92139314767,2023-11-01
9,7-BUZ-10-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,59090.14314753167,2023-11-01
10,7-BUZ-24D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,58916.60833793334,2023-11-01
11,7-ATP-6-RJS,Atapu / Atapu_Eco / Anc_Norte_Atapu / Oeste De Atapu,Santos,Mar,NA,58685.241241309,2023-11-01
12,7-BUZ-45DA-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,57524.44254890633,2023-11-01
13,7-BUZ-33-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,56994.57343964167,2023-11-01
14,9-ITP-1-RJS,Itapu / Itapu_Eco,Santos,Mar,NA,56624.39149427933,2023-11-01
15,3-BRSA-1201-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,55831.923027175006,2023-11-01
16,7-BUZ-23-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,55052.84808148468,2023-11-01
17,7-BUZ-12-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,51318.41784995434,2023-11-01
18,9-BUZ-4-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,49879.490887803,2023-11-01
19,7-BUZ-30-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,48239.476393688004,2023-11-01
20,7-MRO-7A-RJS,Anc_Mero / Mero,Santos,Mar,NA,46886.04912513034,2023-11-01
21,9-ATP-1-RJS,Atapu / Atapu_Eco / Anc_Norte_Atapu / Oeste De Atapu,Santos,Mar,NA,46455.42189600767,2023-11-01
22,1-BRSA-976-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,46157.90759319768,2023-11-01
23,9-BUZ-3-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,41364.69183969266,2023-11-01
24,7-TUP-121DA-RJS,Tupi,Santos,Mar,NA,41320.909310924,2023-11-01
25,9-LL-2-RJS,Tupi,Santos,Mar,NA,40794.869228327,2023-11-01
26,7-SEP-6-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,39224.737668217,2023-11-01
27,1-BRSA-1116-RJS,Itapu / Itapu_Eco,Santos,Mar,NA,39171.417690885006,2023-11-01
28,9-LL-20D-RJS,Tupi,Santos,Mar,NA,38650.28386974833,2023-11-01
29,7-ITP-3A-RJS,Itapu / Itapu_Eco,Santos,Mar,NA,36447.345008555,2023-11-01
30,7-BUZ-29D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,35114.570540792665,2023-11-01
1,7-MRO-3-RJS,Anc_Mero / Mero,Santos,Mar,NA,69824.53109017902,2023-10-01
2,7-MRO-6DB-RJS,Anc_Mero / Mero,Santos,Mar,NA,69326.90607642484,2023-10-01
3,3-BRSA-1322-RJS,Anc_Mero / Mero,Santos,Mar,NA,66258.02134326161,2023-10-01
4,7-ATP-6-RJS,Atapu / Atapu_Eco / Anc_Norte_Atapu / Oeste De Atapu,Santos,Mar,NA,65826.76254958258,2023-10-01
5,7-BUZ-33-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,59990.660892534186,2023-10-01
6,7-BUZ-45DA-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,59592.96574239774,2023-10-01
7,9-BRSA-1254-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,59318.01948076484,2023-10-01
8,9-ITP-1-RJS,Itapu / Itapu_Eco,Santos,Mar,NA,58274.46594432451,2023-10-01
9,7-BUZ-18-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,56132.564481489026,2023-10-01
10,7-BUZ-10-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,55543.750005251946,2023-10-01
11,7-BUZ-24D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,54895.144798051944,2023-10-01
12,3-BRSA-1201-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,54398.33137268484,2023-10-01
13,7-MRO-10B-RJS,Anc_Mero / Mero,Santos,Mar,NA,53903.54894725645,2023-10-01
14,9-ATP-1-RJS,Atapu / Atapu_Eco / Anc_Norte_Atapu / Oeste De Atapu,Santos,Mar,NA,51030.498260031614,2023-10-01
15,7-BUZ-23-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,50581.72721503291,2023-10-01
16,7-BUZ-12-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,50402.46783293,2023-10-01
17,1-BRSA-1116-RJS,Itapu / Itapu_Eco,Santos,Mar,NA,49728.88396414613,2023-10-01
18,7-BUZ-25-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,49666.06012448354,2023-10-01
19,9-BUZ-4-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,48272.853412480974,2023-10-01
20,7-BUZ-30-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,47123.582169840316,2023-10-01
21,1-BRSA-976-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,45765.36709114742,2023-10-01
22,7-MRO-7A-RJS,Anc_Mero / Mero,Santos,Mar,NA,43773.47881419452,2023-10-01
23,7-TUP-121DA-RJS,Tupi,Santos,Mar,NA,41476.04008911968,2023-10-01
24,7-ITP-3A-RJS,Itapu / Itapu_Eco,Santos,Mar,NA,40785.48347239646,2023-10-01
25,7-SEP-6-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,39357.956513577425,2023-10-01
26,7-LL-27-RJS,Tupi,Santos,Mar,NA,37742.076933469354,2023-10-01
27,3-BRSA-1064-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,34955.45898919064,2023-10-01
28,7-OATP-1-RJS,Atapu / Atapu_Eco / Anc_Norte_Atapu / Oeste De Atapu,Santos,Mar,NA,32757.832650314514,2023-10-01
29,9-BUZ-1-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,32640.041146576452,2023-10-01
30,9-BUZ-3-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,32379.429564830647,2023-10-01
1,7-MRO-6DB-RJS,Anc_Mero / Mero,Santos,Mar,NA,70578.81615,2023-09-01
2,7-MRO-3-RJS,Anc_Mero / Mero,Santos,Mar,NA,70423.16767,2023-09-01
3,7-MRO-10B-RJS,Anc_Mero / Mero,Santos,Mar,NA,69793.1975,2023-09-01
4,3-BRSA-1322-RJS,Anc_Mero / Mero,Santos,Mar,NA,69383.65706,2023-09-01
5,7-BUZ-10-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,63776.34911,2023-09-01
6,7-BUZ-45DA-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,61823.46416,2023-09-01
7,7-ATP-6-RJS,Atapu / Atapu_Eco / Anc_Norte_Atapu / Oeste De Atapu,Santos,Mar,NA,61712.05883,2023-09-01
8,7-BUZ-25-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,61509.40472,2023-09-01
9,7-BUZ-33-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,61347.42303,2023-09-01
10,9-ITP-1-RJS,Itapu / Itapu_Eco,Santos,Mar,NA,59321.492,2023-09-01
11,7-BUZ-23-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,58874.82723,2023-09-01
12,9-BRSA-1254-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,55770.41078,2023-09-01
13,7-BUZ-18-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,55013.70953,2023-09-01
14,1-BRSA-1116-RJS,Itapu / Itapu_Eco,Santos,Mar,NA,52709.74856,2023-09-01
15,3-BRSA-1201-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,52633.01833,2023-09-01
16,7-BUZ-12-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,51717.48889,2023-09-01
17,9-ATP-1-RJS,Atapu / Atapu_Eco / Anc_Norte_Atapu / Oeste De Atapu,Santos,Mar,NA,48608.7025,2023-09-01
18,7-BUZ-24D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,47582.51287,2023-09-01
19,9-BUZ-3-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,46490.72366,2023-09-01
20,9-BUZ-4-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,45884.89126,2023-09-01
21,7-BUZ-30-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,45486.30495,2023-09-01
22,1-BRSA-976-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,43025.56984,2023-09-01
23,7-ITP-3A-RJS,Itapu / Itapu_Eco,Santos,Mar,NA,42135.86867,2023-09-01
24,7-MRO-7A-RJS,Anc_Mero / Mero,Santos,Mar,NA,41300.47791,2023-09-01
25,7-TUP-121DA-RJS,Tupi,Santos,Mar,NA,41076.01786,2023-09-01
26,7-BUZ-29D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,38664.96408,2023-09-01
27,7-LL-27-RJS,Tupi,Santos,Mar,NA,38349.58252,2023-09-01
28,9-LL-20D-RJS,Tupi,Santos,Mar,NA,37769.47271,2023-09-01
29,9-LL-2-RJS,Tupi,Santos,Mar,NA,37396.84613,2023-09-01
30,7-SEP-6-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,36369.33522,2023-09-01
1,7-MRO-10B-RJS,Anc_Mero / Mero,Santos,Mar,NA,70818.23057807388,2023-08-01
2,7-MRO-6DB-RJS,Anc_Mero / Mero,Santos,Mar,NA,70747.4308535371,2023-08-01
3,7-MRO-3-RJS,Anc_Mero / Mero,Santos,Mar,NA,70633.92250751193,2023-08-01
4,3-BRSA-1322-RJS,Anc_Mero / Mero,Santos,Mar,NA,65447.95346700806,2023-08-01
5,7-BUZ-33-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,63198.86106215257,2023-08-01
6,7-BUZ-10-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,59641.03409359452,2023-08-01
7,9-BRSA-1254-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,59535.46227040678,2023-08-01
8,7-BUZ-12-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,59228.17055940033,2023-08-01
9,7-BUZ-25-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,59064.83636752613,2023-08-01
10,7-BUZ-18-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,55441.560882461614,2023-08-01
11,3-BRSA-1201-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,54850.6149722229,2023-08-01
12,7-BUZ-23-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,52247.14087496484,2023-08-01
13,9-ITP-1-RJS,Itapu / Itapu_Eco,Santos,Mar,NA,51751.17799422742,2023-08-01
14,9-BUZ-4-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,51006.0824349942,2023-08-01
15,1-BRSA-1116-RJS,Itapu / Itapu_Eco,Santos,Mar,NA,50804.31567794613,2023-08-01
16,7-BUZ-30-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,50309.82664171968,2023-08-01
17,1-BRSA-976-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,46307.63250964839,2023-08-01
18,7-BUZ-24D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,42621.07199982031,2023-08-01
19,7-MRO-7A-RJS,Anc_Mero / Mero,Santos,Mar,NA,41351.59924172613,2023-08-01
20,7-ITP-3A-RJS,Itapu / Itapu_Eco,Santos,Mar,NA,40801.42874943774,2023-08-01
21,7-SEP-6-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,39455.46297427129,2023-08-01
22,7-BUZ-45DA-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,39150.896982862905,2023-08-01
23,9-BUZ-3-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,37890.66760780645,2023-08-01
24,7-BUZ-29D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,36012.13043162871,2023-08-01
25,9-LL-12D-RJS,Anc_Tupi / Sul De Tupi / Tupi,Santos,Mar,NA,34044.703428662906,2023-08-01
26,9-BUZ-1-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,33887.33786068452,2023-08-01
27,7-BUZ-14DA-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,33879.60464073806,2023-08-01
28,3-BRSA-1064-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,33518.832095581296,2023-08-01
29,7-ATP-6-RJS,Atapu / Atapu_Eco / Anc_Norte_Atapu / Oeste De Atapu,Santos,Mar,NA,33071.0720868158,2023-08-01
30,7-BUZ-17-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,32861.12269275193,2023-08-01
NA,NA,NA,NA,NA,NA,NA,2023-08-01
1,7-ATP-6-RJS,Atapu / Atapu_Eco / Anc_Norte_Atapu / Oeste De Atapu,Santos,Mar,NA,62528.285589202,2024-04-01
2,7-BUZ-50D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,62176.4107648256,2024-04-01
3,7-BUZ-45DA-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,60256.6833881626,2024-04-01
4,7-BUZ-18-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,60044.8203633673,2024-04-01
5,7-BUZ-10-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,59779.2891154263,2024-04-01
6,7-BUZ-33-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,59500.070402284,2024-04-01
7,7-MRO-16D-RJS,Anc_Mero / Mero,Santos,Mar,NA,58285.5833593436,2024-04-01
8,7-BUZ-23-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,57989.4677006173,2024-04-01
9,3-BRSA-1322-RJS,Anc_Mero / Mero,Santos,Mar,NA,57939.1347540543,2024-04-01
10,9-ATP-1-RJS,Atapu / Atapu_Eco / Anc_Norte_Atapu / Oeste De Atapu,Santos,Mar,NA,53281.7759613046,2024-04-01
11,7-BUZ-12-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,52794.3955668916,2024-04-01
12,9-ITP-1-RJS,Itapu / Itapu_Eco,Santos,Mar,NA,49315.9385880263,2024-04-01
13,7-BUZ-30-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,48679.6068967396,2024-04-01
14,7-BUZ-31D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,48467.0853288373,2024-04-01
15,9-BUZ-4-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,47496.3135375133,2024-04-01
16,9-BRSA-1254-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,46110.9482910583,2024-04-01
17,7-ITP-5D-RJS,Itapu / Itapu_Eco,Santos,Mar,NA,45750.0134146976,2024-04-01
18,7-BUZ-25-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,45170.0338084836,2024-04-01
19,3-BRSA-1201-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,42006.891085068,2024-04-01
20,7-BUZ-14DA-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,38423.8792235536,2024-04-01
21,7-LL-27-RJS,Tupi,Santos,Mar,NA,38258.5224249173,2024-04-01
22,7-TUP-121DA-RJS,Tupi,Santos,Mar,NA,37160.0419120326,2024-04-01
23,7-SPH-22-SPS,Nordeste De Sapinhoá / Noroeste De Sapinhoá / Sapinhoá / Sudoeste De Sapinhoá,Santos,Mar,NA,36857.3100021673,2024-04-01
24,7-BUZ-29D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,36804.9202877343,2024-04-01
25,7-MRO-6DB-RJS,Anc_Mero / Mero,Santos,Mar,NA,35251.481044723,2024-04-01
26,1-BRSA-976-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,34476.5194251123,2024-04-01
27,9-LL-20D-RJS,Tupi,Santos,Mar,NA,34262.5704896606,2024-04-01
28,7-ITP-3A-RJS,Itapu / Itapu_Eco,Santos,Mar,NA,34261.4821428703,2024-04-01
29,9-LL-12D-RJS,Anc_Tupi / Sul De Tupi / Tupi,Santos,Mar,NA,33910.5063420033,2024-04-01
30,3-BRSA-1064-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,33437.905533468,2024-04-01
1,3-BRSA-1322-RJS,Anc_Mero / Mero,Santos,Mar,NA,71260.44419180193,2024-01-01
2,7-MRO-6DB-RJS,Anc_Mero / Mero,Santos,Mar,NA,69265.78515209549,2024-01-01
3,7-MRO-10B-RJS,Anc_Mero / Mero,Santos,Mar,NA,67427.85417768935,2024-01-01
4,7-ATP-6-RJS,Atapu / Atapu_Eco / Anc_Norte_Atapu / Oeste De Atapu,Santos,Mar,NA,63564.582673293866,2024-01-01
5,7-BUZ-50D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,60239.97293206355,2024-01-01
6,7-BUZ-18-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,59433.49755180549,2024-01-01
7,7-BUZ-33-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,58301.423055499035,2024-01-01
8,7-BUZ-45DA-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,58086.33813301871,2024-01-01
9,7-BUZ-25-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,57452.723369122585,2024-01-01
10,9-BRSA-1254-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,57113.23696128548,2024-01-01
11,7-BUZ-10-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,54167.265260377106,2024-01-01
12,7-MRO-3-RJS,Anc_Mero / Mero,Santos,Mar,NA,54157.60877885032,2024-01-01
13,7-BUZ-12-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,53981.34395499871,2024-01-01
14,9-ITP-1-RJS,Itapu / Itapu_Eco,Santos,Mar,NA,53457.222609376775,2024-01-01
15,3-BRSA-1201-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,52893.97702237806,2024-01-01
16,9-ATP-1-RJS,Atapu / Atapu_Eco / Anc_Norte_Atapu / Oeste De Atapu,Santos,Mar,NA,52805.93916049936,2024-01-01
17,7-BUZ-23-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,52533.935109666774,2024-01-01
18,7-BUZ-30-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,51446.66962559452,2024-01-01
19,9-BUZ-4-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,46429.3204492329,2024-01-01
20,7-MRO-7A-RJS,Anc_Mero / Mero,Santos,Mar,NA,44474.78309303097,2024-01-01
21,7-BUZ-24D-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,44303.660087405806,2024-01-01
22,7-ITP-5D-RJS,Itapu / Itapu_Eco,Santos,Mar,NA,44293.84575193774,2024-01-01
23,1-BRSA-976-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,42957.20533023613,2024-01-01
24,7-TUP-121DA-RJS,Tupi,Santos,Mar,NA,41199.6583305271,2024-01-01
25,7-ITP-3A-RJS,Itapu / Itapu_Eco,Santos,Mar,NA,37713.01638809258,2024-01-01
26,9-LL-20D-RJS,Tupi,Santos,Mar,NA,37333.58542591645,2024-01-01
27,7-SEP-6-RJS,Sépia / Sépia Leste / Sépia_Eco,Santos,Mar,NA,36706.461543043224,2024-01-01
28,9-BUZ-7-RJS,Búzios / Búzios_Eco / Tambuatá,Santos,Mar,NA,36115.95896296097,2024-01-01
