Poço,Campo,Bacia,Localização,Gás natural (Mm³/d),mes,Operador
7-RUC-107HP-AM,Rio Urucu,Solimões,Terra,344.625952258065,2022-05-01,NA
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,344.500707741935,2022-05-01,NA
7-LUC-84HP-AM,Leste Do Urucu,Solimões,Terra,344.051210322581,2022-05-01,NA
7-RUC-96HP-AM,Rio Urucu,Solimões,Terra,339.676351290323,2022-05-01,NA
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,337.199475483871,2022-05-01,NA
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,319.674632580645,2022-05-01,NA
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,312.079537096774,2022-05-01,NA
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,308.262188064516,2022-05-01,NA
1-SMT-2-AM,Araracanga,Solimões,Terra,306.372922903226,2022-05-01,NA
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,281.018734516129,2022-05-01,NA
3-RUC-8-AM,Rio Urucu,Solimões,Terra,278.628512903226,2022-05-01,NA
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,270.349951612903,2022-05-01,NA
7-LUC-17-AM,Leste Do Urucu,Solimões,Terra,250.772363548387,2022-05-01,NA
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,248.758590322581,2022-05-01,NA
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,247.498784193548,2022-05-01,NA
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,247.152235483871,2022-05-01,NA
7-RUC-58HP-AM,Rio Urucu,Solimões,Terra,245.06854483871,2022-05-01,NA
3-LUC-8-AM,Leste Do Urucu,Solimões,Terra,239.739613225806,2022-05-01,NA
7-LUC-22DP-AM,Leste Do Urucu,Solimões,Terra,237.06871483871,2022-05-01,NA
7-LUC-73HP-AM,Leste Do Urucu,Solimões,Terra,233.185389032258,2022-05-01,NA
9-RUC-63D-AM,Rio Urucu,Solimões,Terra,231.932107741935,2022-05-01,NA
9-LUC-91D-AM,Rio Urucu,Solimões,Terra,228.441102580645,2022-05-01,NA
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,690.10324483871,2022-03-01,NA
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,532.694391935484,2022-03-01,NA
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,494.850593870968,2022-03-01,NA
7-RUC-56HP-AM,Rio Urucu,Solimões,Terra,479.730388709677,2022-03-01,NA
9-RUC-104DP-AM,Rio Urucu,Solimões,Terra,454.395501290323,2022-03-01,NA
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,424.117857419355,2022-03-01,NA
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,387.992820967742,2022-03-01,NA
7-RUC-107HP-AM,Rio Urucu,Solimões,Terra,377.123412258065,2022-03-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,376.055586129032,2022-03-01,NA
3-BRSA-1106DA-AM,Arara Azul,Solimões,Terra,370.767822580645,2022-03-01,NA
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,355.038390645161,2022-03-01,NA
7-RUC-96HP-AM,Rio Urucu,Solimões,Terra,341.27043483871,2022-03-01,NA
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,336.281119677419,2022-03-01,NA
1-SMT-2-AM,Araracanga,Solimões,Terra,325.900889677419,2022-03-01,NA
3-RUC-8-AM,Rio Urucu,Solimões,Terra,311.982732903226,2022-03-01,NA
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,304.54863,2022-03-01,NA
7-LUC-17-AM,Leste Do Urucu,Solimões,Terra,281.499531612903,2022-03-01,NA
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,274.763090322581,2022-03-01,NA
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,274.464871935484,2022-03-01,NA
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,274.401014193548,2022-03-01,NA
4-RUC-10-AM,Rio Urucu,Solimões,Terra,259.415089354839,2022-03-01,NA
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,254.539301935484,2022-03-01,NA
7-LUC-22DP-AM,Leste Do Urucu,Solimões,Terra,249.381527419355,2022-03-01,NA
3-LUC-8-AM,Leste Do Urucu,Solimões,Terra,242.526511290323,2022-03-01,NA
7-RUC-58HP-AM,Rio Urucu,Solimões,Terra,239.12948,2022-03-01,NA
7-LUC-31HP-AM,Leste Do Urucu,Solimões,Terra,229.467440322581,2022-03-01,NA
9-RUC-63D-AM,Rio Urucu,Solimões,Terra,228.749377096774,2022-03-01,NA
9-LUC-91D-AM,Leste Do Urucu,Solimões,Terra,224.568136774194,2022-03-01,NA
3-BRSA-515-AM,Rio Urucu,Solimões,Terra,221.965608064516,2022-03-01,NA
7-LUC-73HP-AM,Leste Do Urucu,Solimões,Terra,209.09744516129,2022-03-01,NA
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,553.186193548387,2024-05-01,NA
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,519.381032258064,2024-05-01,NA
4-SMT-3-AM,Araracanga,Solimões,Terra,464.921709677419,2024-05-01,NA
9-RUC-104DP-AM,Rio Urucu,Solimões,Terra,443.359483870967,2024-05-01,NA
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,437.491322580645,2024-05-01,NA
7-RUC-83H-AM,Rio Urucu,Solimões,Terra,429.995548387096,2024-05-01,NA
1-BRSA-769-AM,Arara Azul,Solimões,Terra,420.353741935483,2024-05-01,NA
1-SMT-2-AM,Araracanga,Solimões,Terra,414.815161290322,2024-05-01,NA
7-RUC-96HP-AM,Rio Urucu,Solimões,Terra,410.449967741935,2024-05-01,NA
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,397.905322580645,2024-05-01,NA
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,396.225451612903,2024-05-01,NA
7-RUC-58HP-AM,Rio Urucu,Solimões,Terra,388.217354838709,2024-05-01,NA
7-LUC-84HP-AM,Leste Do Urucu,Solimões,Terra,353.546354838709,2024-05-01,NA
7-AZU-4DA-AM,Azulão,Amazonas,Terra,347.033451612903,2024-05-01,NA
7-RUC-107HP-AM,Rio Urucu,Solimões,Terra,343.821967741935,2024-05-01,NA
7-RUC-62HP-AM,Rio Urucu,Solimões,Terra,320.506064516129,2024-05-01,NA
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,286.074258064516,2024-05-01,NA
7-RUC-92DP-AM,Rio Urucu,Solimões,Terra,282.730612903225,2024-05-01,NA
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,278.852451612903,2024-05-01,NA
7-LUC-88HP-AM,Leste Do Urucu,Solimões,Terra,274.587870967741,2024-05-01,NA
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,270.202709677419,2024-05-01,NA
4-RUC-10-AM,Rio Urucu,Solimões,Terra,264.444354838709,2024-05-01,NA
7-RUC-85HP-AM,Rio Urucu,Solimões,Terra,255.308516129032,2024-05-01,NA
7-LUC-22DP-AM,Leste Do Urucu,Solimões,Terra,254.713580645161,2024-05-01,NA
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,253.889870967741,2024-05-01,NA
7-LUC-73HP-AM,Leste Do Urucu,Solimões,Terra,249.274903225806,2024-05-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,247.240096774193,2024-05-01,NA
7-LUC-17-AM,Leste Do Urucu,Solimões,Terra,246.281870967741,2024-05-01,NA
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,233.56064516129,2024-05-01,NA
7-LUC-50HP-AM,Leste Do Urucu,Solimões,Terra,230.769903225806,2024-05-01,NA
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,586.6391312903226,2022-08-01,NA
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,501.8922170967742,2022-08-01,NA
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,447.25661677419356,2022-08-01,NA
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,403.0005374193548,2022-08-01,NA
3-BRSA-1106DA-AM,Arara Azul,Solimões,Terra,390.29152322580643,2022-08-01,NA
7-GVB-10-MA,Gavião Branco,Parnaíba,Terra,384.02192580645163,2022-08-01,NA
7-GVB-6-MA,Gavião Branco,Parnaíba,Terra,376.1193296774194,2022-08-01,NA
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,363.1244222580645,2022-08-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,340.3478625806452,2022-08-01,NA
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,337.2736487096774,2022-08-01,NA
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,325.776734516129,2022-08-01,NA
7-RUC-56HP-AM,Rio Urucu,Solimões,Terra,324.0598251612903,2022-08-01,NA
7-RUC-107HP-AM,Rio Urucu,Solimões,Terra,315.9654648387097,2022-08-01,NA
1-SMT-2-AM,Araracanga,Solimões,Terra,313.9657080645161,2022-08-01,NA
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,313.2728977419355,2022-08-01,NA
3-RUC-8-AM,Rio Urucu,Solimões,Terra,288.34931,2022-08-01,NA
3-PGN-5-MA,Gavião Caboclo,Parnaíba,Terra,279.69952451612903,2022-08-01,NA
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,265.45069741935487,2022-08-01,NA
7-GVR-18-MA,Gavião Real,Parnaíba,Terra,262.8589367741936,2022-08-01,NA
7-LUC-17-AM,Leste Do Urucu,Solimões,Terra,261.53851741935483,2022-08-01,NA
7-LUC-84HP-AM,Leste Do Urucu,Solimões,Terra,260.80809548387094,2022-08-01,NA
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,259.3637429032258,2022-08-01,NA
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,256.0928922580645,2022-08-01,NA
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,252.32809580645161,2022-08-01,NA
7-RUC-96HP-AM,Rio Urucu,Solimões,Terra,250.5257935483871,2022-08-01,NA
4-RUC-10-AM,Rio Urucu,Solimões,Terra,249.66940548387097,2022-08-01,NA
7-RUC-85HP-AM,Rio Urucu,Solimões,Terra,241.54748451612903,2022-08-01,NA
1-OGX-107-MA,Gavião Caboclo,Parnaíba,Terra,240.7436677419355,2022-08-01,NA
9-RUC-104DP-AM,Rio Urucu,Solimões,Terra,240.52650258064514,2022-08-01,NA
1-OGX-121-MA,Gavião Vermelho,Parnaíba,Terra,238.96939161290322,2022-08-01,NA
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,503.61101935483873,2022-12-01,NA
4-SMT-3-AM,Araracanga,Solimões,Terra,466.7839938709677,2022-12-01,NA
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,450.2503929032258,2022-12-01,NA
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,428.60619677419356,2022-12-01,NA
1-SMT-2-AM,Araracanga,Solimões,Terra,391.32036741935485,2022-12-01,NA
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,389.7794716129032,2022-12-01,NA
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,379.5830812903226,2022-12-01,NA
3-BRSA-1106DA-AM,Arara Azul,Solimões,Terra,375.25397258064515,2022-12-01,NA
7-RUC-56HP-AM,Rio Urucu,Solimões,Terra,363.26103064516127,2022-12-01,NA
7-LUC-84HP-AM,Leste Do Urucu,Solimões,Terra,332.12784516129034,2022-12-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,312.74663161290323,2022-12-01,NA
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,304.80234129032254,2022-12-01,NA
7-RUC-58HP-AM,Rio Urucu,Solimões,Terra,295.2720883870968,2022-12-01,NA
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,286.5480341935484,2022-12-01,NA
3-RUC-8-AM,Rio Urucu,Solimões,Terra,283.0586916129032,2022-12-01,NA
7-RUC-83H-AM,Rio Urucu,Solimões,Terra,280.14031419354836,2022-12-01,NA
7-GVB-10-MA,Gavião Branco,Parnaíba,Terra,275.19447096774195,2022-12-01,NA
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,271.05562032258064,2022-12-01,NA
4-RUC-10-AM,Rio Urucu,Solimões,Terra,269.62658387096775,2022-12-01,NA
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,265.71664161290323,2022-12-01,NA
7-GVB-6-MA,Gavião Branco,Parnaíba,Terra,264.8575751612903,2022-12-01,NA
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,262.759879032258,2022-12-01,NA
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,262.59733516129035,2022-12-01,NA
7-LUC-90HP-AM,Leste Do Urucu,Solimões,Terra,245.54243677419353,2022-12-01,NA
7-RUC-107HP-AM,Rio Urucu,Solimões,Terra,244.80002870967743,2022-12-01,NA
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,242.53636903225808,2022-12-01,NA
7-RUC-85HP-AM,Rio Urucu,Solimões,Terra,238.19329258064516,2022-12-01,NA
7-RUC-96HP-AM,Rio Urucu,Solimões,Terra,229.8052006451613,2022-12-01,NA
7-AZU-3-AM,Azulão,Amazonas,Terra,226.0872135483871,2022-12-01,NA
9-RUC-63D-AM,Rio Urucu,Solimões,Terra,222.24667193548387,2022-12-01,NA
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,562.3049683870968,2022-07-01,NA
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,500.25823258064514,2022-07-01,NA
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,432.2325483870968,2022-07-01,NA
7-RUC-56HP-AM,Rio Urucu,Solimões,Terra,379.7928961290323,2022-07-01,NA
7-LUC-84HP-AM,Leste Do Urucu,Solimões,Terra,354.01482967741936,2022-07-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,345.522399032258,2022-07-01,NA
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,339.92417387096776,2022-07-01,NA
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,339.36597709677415,2022-07-01,NA
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,331.7592632258064,2022-07-01,NA
9-RUC-104DP-AM,Rio Urucu,Solimões,Terra,329.70468290322583,2022-07-01,NA
1-SMT-2-AM,Araracanga,Solimões,Terra,327.95062516129036,2022-07-01,NA
7-RUC-83H-AM,Rio Urucu,Solimões,Terra,322.54421451612905,2022-07-01,NA
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,320.2585409677419,2022-07-01,NA
7-RUC-107HP-AM,Rio Urucu,Solimões,Terra,311.75855258064513,2022-07-01,NA
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,311.6211129032258,2022-07-01,NA
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,297.52072387096774,2022-07-01,NA
3-RUC-8-AM,Rio Urucu,Solimões,Terra,282.7843835483871,2022-07-01,NA
3-PGN-7D-MA,Gavião Vermelho,Parnaíba,Terra,280.1208348387097,2022-07-01,NA
7-GVR-25D-MA,Gavião Real,Parnaíba,Terra,279.72114774193545,2022-07-01,NA
7-RUC-96HP-AM,Rio Urucu,Solimões,Terra,274.18835806451614,2022-07-01,NA
7-LUC-17-AM,Leste Do Urucu,Solimões,Terra,266.58138483870965,2022-07-01,NA
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,266.5271809677419,2022-07-01,NA
1-OGX-121-MA,Gavião Vermelho,Parnaíba,Terra,266.5197141935484,2022-07-01,NA
7-RUC-85HP-AM,Rio Urucu,Solimões,Terra,266.21810290322577,2022-07-01,NA
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,263.08215096774194,2022-07-01,NA
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,254.27581838709676,2022-07-01,NA
9-LUC-91D-AM,Leste Do Urucu,Solimões,Terra,252.01997483870966,2022-07-01,NA
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,248.29238967741935,2022-07-01,NA
7-LUC-22DP-AM,Leste Do Urucu,Solimões,Terra,236.37425451612904,2022-07-01,NA
9-RUC-63D-AM,Rio Urucu,Solimões,Terra,224.29420193548387,2022-07-01,NA
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,620.8904633333334,2022-11-01,NA
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,500.60483833333336,2022-11-01,NA
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,496.19007366666665,2022-11-01,NA
4-SMT-3-AM,Araracanga,Solimões,Terra,469.7776293333333,2022-11-01,NA
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,450.4274703333333,2022-11-01,NA
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,431.234303,2022-11-01,NA
1-SMT-2-AM,Araracanga,Solimões,Terra,414.8108306666666,2022-11-01,NA
7-LUC-84HP-AM,Leste Do Urucu,Solimões,Terra,406.4812703333333,2022-11-01,NA
3-BRSA-1106DA-AM,Arara Azul,Solimões,Terra,385.3982546666667,2022-11-01,NA
7-RUC-56HP-AM,Rio Urucu,Solimões,Terra,355.287719,2022-11-01,NA
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,335.05952766666667,2022-11-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,314.71487766666667,2022-11-01,NA
7-RUC-58HP-AM,Rio Urucu,Solimões,Terra,314.26302166666665,2022-11-01,NA
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,310.01961166666666,2022-11-01,NA
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,308.80401566666666,2022-11-01,NA
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,305.6358476666667,2022-11-01,NA
3-RUC-8-AM,Rio Urucu,Solimões,Terra,283.2907686666667,2022-11-01,NA
4-RUC-10-AM,Rio Urucu,Solimões,Terra,281.02493233333337,2022-11-01,NA
7-LUC-17-AM,Leste Do Urucu,Solimões,Terra,268.413515,2022-11-01,NA
7-RUC-107HP-AM,Rio Urucu,Solimões,Terra,258.8936966666667,2022-11-01,NA
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,248.236049,2022-11-01,NA
9-LUC-91D-AM,Leste Do Urucu,Solimões,Terra,247.50605166666668,2022-11-01,NA
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,242.51129966666667,2022-11-01,NA
7-RUC-85HP-AM,Rio Urucu,Solimões,Terra,241.02568333333335,2022-11-01,NA
7-LUC-90HP-AM,Leste Do Urucu,Solimões,Terra,236.212907,2022-11-01,NA
7-AZU-3-AM,Azulão,Amazonas,Terra,236.107379,2022-11-01,NA
7-LUC-22DP-AM,Leste Do Urucu,Solimões,Terra,233.923473,2022-11-01,NA
7-AZU-4DA-AM,Azulão,Amazonas,Terra,231.03472599999998,2022-11-01,NA
7-RUC-83H-AM,Rio Urucu,Solimões,Terra,223.19116333333335,2022-11-01,NA
7-LUC-31HP-AM,Leste Do Urucu,Solimões,Terra,216.47225433333332,2022-11-01,NA
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,601.8976767741935,2022-10-01,NA
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,518.2045506451612,2022-10-01,NA
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,488.6839264516129,2022-10-01,NA
4-SMT-3-AM,Araracanga,Solimões,Terra,487.59038096774196,2022-10-01,NA
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,487.3220429032258,2022-10-01,NA
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,425.53888451612903,2022-10-01,NA
1-SMT-2-AM,Araracanga,Solimões,Terra,402.2714145161291,2022-10-01,NA
7-RUC-56HP-AM,Rio Urucu,Solimões,Terra,398.39120935483874,2022-10-01,NA
3-BRSA-1106DA-AM,Arara Azul,Solimões,Terra,390.894425483871,2022-10-01,NA
7-LUC-84HP-AM,Leste Do Urucu,Solimões,Terra,358.19827451612906,2022-10-01,NA
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,348.87764967741936,2022-10-01,NA
7-RUC-96HP-AM,Rio Urucu,Solimões,Terra,342.62381225806456,2022-10-01,NA
7-RUC-107HP-AM,Rio Urucu,Solimões,Terra,325.6585735483871,2022-10-01,NA
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,314.0116041935484,2022-10-01,NA
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,311.74898838709674,2022-10-01,NA
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,309.0325383870968,2022-10-01,NA
7-RUC-58HP-AM,Rio Urucu,Solimões,Terra,308.92220032258064,2022-10-01,NA
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,304.18801096774195,2022-10-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,303.3444341935484,2022-10-01,NA
7-RUC-83H-AM,Rio Urucu,Solimões,Terra,299.32201967741935,2022-10-01,NA
4-RUC-10-AM,Rio Urucu,Solimões,Terra,287.8560522580645,2022-10-01,NA
3-RUC-8-AM,Rio Urucu,Solimões,Terra,285.4711222580645,2022-10-01,NA
7-LUC-17-AM,Leste Do Urucu,Solimões,Terra,270.15537419354837,2022-10-01,NA
1-OGX-110-MA,Gavião Preto,Parnaíba,Terra,269.0807758064516,2022-10-01,NA
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,244.20148612903228,2022-10-01,NA
1-OGX-121-MA,Gavião Vermelho,Parnaíba,Terra,244.07956677419352,2022-10-01,NA
3-PGN-7D-MA,Gavião Vermelho,Parnaíba,Terra,244.07956677419352,2022-10-01,NA
7-LUC-22DP-AM,Leste Do Urucu,Solimões,Terra,234.10247677419355,2022-10-01,NA
7-RUC-85HP-AM,Rio Urucu,Solimões,Terra,232.24071967741935,2022-10-01,NA
7-AZU-4DA-AM,Azulão,Amazonas,Terra,223.90172677419355,2022-10-01,NA
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,573.5122073333333,2022-09-01,NA
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,500.88688866666666,2022-09-01,NA
4-SMT-3-AM,Araracanga,Solimões,Terra,487.20047266666666,2022-09-01,NA
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,460.0639966666667,2022-09-01,NA
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,456.69949699999995,2022-09-01,NA
3-BRSA-1106DA-AM,Arara Azul,Solimões,Terra,393.409949,2022-09-01,NA
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,382.0061876666667,2022-09-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,330.33843199999995,2022-09-01,NA
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,329.87004566666667,2022-09-01,NA
1-SMT-2-AM,Araracanga,Solimões,Terra,328.1897676666667,2022-09-01,NA
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,319.50813533333337,2022-09-01,NA
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,314.90789566666666,2022-09-01,NA
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,307.736941,2022-09-01,NA
1-OGX-121-MA,Gavião Vermelho,Parnaíba,Terra,306.960768,2022-09-01,NA
3-PGN-7D-MA,Gavião Vermelho,Parnaíba,Terra,306.960768,2022-09-01,NA
4-RUC-10-AM,Rio Urucu,Solimões,Terra,295.4419053333333,2022-09-01,NA
3-PGN-5-MA,Gavião Caboclo,Parnaíba,Terra,290.3952556666666,2022-09-01,NA
7-GVB-10-MA,Gavião Branco,Parnaíba,Terra,288.29394799999994,2022-09-01,NA
3-RUC-8-AM,Rio Urucu,Solimões,Terra,287.605735,2022-09-01,NA
7-RUC-56HP-AM,Rio Urucu,Solimões,Terra,285.91356033333335,2022-09-01,NA
7-LUC-17-AM,Leste Do Urucu,Solimões,Terra,273.320106,2022-09-01,NA
7-GVC-6D-MA,Gavião Caboclo,Parnaíba,Terra,263.82283,2022-09-01,NA
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,259.5081773333333,2022-09-01,NA
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,247.27610866666666,2022-09-01,NA
7-GVB-6-MA,Gavião Branco,Parnaíba,Terra,239.67086233333333,2022-09-01,NA
7-LUC-22DP-AM,Leste Do Urucu,Solimões,Terra,233.470793,2022-09-01,NA
7-RUC-85HP-AM,Rio Urucu,Solimões,Terra,232.70784866666665,2022-09-01,NA
1-OGX-107-MA,Gavião Caboclo,Parnaíba,Terra,229.28238833333336,2022-09-01,NA
3-BRSA-515-AM,Rio Urucu,Solimões,Terra,222.31387733333335,2022-09-01,NA
7-RUC-58HP-AM,Rio Urucu,Solimões,Terra,221.810288,2022-09-01,NA
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,625.3666,2023-04-01,NA
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,593.6329000000001,2023-04-01,NA
7-RUC-83H-AM,Rio Urucu,Solimões,Terra,556.6415666666667,2023-04-01,NA
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,507.8149,2023-04-01,NA
4-SMT-3-AM,Araracanga,Solimões,Terra,481.30886666666663,2023-04-01,NA
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,473.10723333333334,2023-04-01,NA
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,459.8836,2023-04-01,NA
1-SMT-2-AM,Araracanga,Solimões,Terra,431.2469,2023-04-01,NA
7-RUC-62HP-AM,Rio Urucu,Solimões,Terra,399.9898333333333,2023-04-01,NA
7-RUC-96HP-AM,Rio Urucu,Solimões,Terra,398.2409,2023-04-01,NA
3-BRSA-1106DA-AM,Arara Azul,Solimões,Terra,383.5162333333334,2023-04-01,NA
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,356.78603333333336,2023-04-01,NA
7-RUC-58HP-AM,Rio Urucu,Solimões,Terra,337.4039333333333,2023-04-01,NA
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,326.12690000000003,2023-04-01,NA
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,323.9619333333333,2023-04-01,NA
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,302.4391666666667,2023-04-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,301.1419666666667,2023-04-01,NA
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,298.272,2023-04-01,NA
7-RUC-85HP-AM,Rio Urucu,Solimões,Terra,290.2351,2023-04-01,NA
7-AZU-3-AM,Azulão,Amazonas,Terra,280.4605666666667,2023-04-01,NA
3-RUC-8-AM,Rio Urucu,Solimões,Terra,278.688,2023-04-01,NA
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,270.02046666666666,2023-04-01,NA
7-LUC-22DP-AM,Leste Do Urucu,Solimões,Terra,268.56573333333336,2023-04-01,NA
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,264.47583333333336,2023-04-01,NA
4-RUC-10-AM,Rio Urucu,Solimões,Terra,257.8482,2023-04-01,NA
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,253.54456666666667,2023-04-01,NA
7-AZU-4DA-AM,Azulão,Amazonas,Terra,245.9752666666667,2023-04-01,NA
7-LUC-88HP-AM,Leste Do Urucu,Solimões,Terra,234.3777,2023-04-01,NA
7-LUC-90HP-AM,Leste Do Urucu,Solimões,Terra,230.57000000000002,2023-04-01,NA
7-RUC-86H-AM,Rio Urucu,Solimões,Terra,215.54383333333334,2023-04-01,NA
